Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles
2017-01-21,"Lincoln, NE",2900,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://journalstar.com/news/local/thousands-show-up-to-support-women-s-march-on-lincoln/article_2e87f297-d977-504f-b240-0f9946a37c68.html,2
2017-01-21,"Buffalo, NY",2725,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.wgrz.com/news/local/hundreds-gather-in-buffalo-for-womens-march/389611887,1
2017-01-21,"Grand Rapids, MI",2725,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://woodtv.com/2017/01/21/hundreds-rally-in-grand-rapids-for-womens-rights/,1
2017-01-21,"Northampton, MA",2725,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.gazettenet.com/Northampton-Women-s-March-7616557,3
2017-01-21,"Columbia, MO",2721,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.columbiatribune.com/news/local/police-place-protest-march-and-rally-crowd-at-about/article_7cd7976a-4f23-58ce-9fb0-c1017bf4f85c.html,1
2017-01-21,"Jackson, MS",2662,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.msnewsnow.com/story/34315742/large-crowds-attend-womens-march-in-downtown-jackson,1
2017-01-21,"Athens, GA",2635,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://onlineathens.com/slideshow/2017-01-21/photos-athens-womens-march,1
2017-01-21,"Denton, TX",2635,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://ntdaily.com/hundreds-march-around-denton-square-to-show-solidarity/,1
2017-01-21,"Fort Bragg, CA",2635,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.advocate-news.com/general-news/20170126/womens-march-on-the-coast,1
2017-01-21,"Moscow, ID",2500,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://dnews.com/local/women-on-the-march/article_61739ce0-0c64-57cc-baa7-4e0492c47b98.html,1
2017-01-21,"Redwood City, CA",2500,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.almanacnews.com/news/2017/01/21/photos-from-todays-community-action-rally-in-redwood-city,1
2017-01-21,"Binghamton, NY",2450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.twcnews.com/nys/binghamton/news/2017/01/21/women-march-binghamton.html,1
2017-01-21,"Charleston, WV",2450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.wsaz.com/content/news/Thousands-rally-at-WVa-Capitol-for-Womens-March--411433225.html,1
2017-01-21,"Columbia, SC",2450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.wistv.com/clip/13045325/columbia-womens-march,1
2017-01-21,"Hudson, NY",2450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.registerstar.com/news/article_d498a278-e054-11e6-a01b-dfe6701814de.html,1
2017-01-21,"Jacksonville, FL",2450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.news4jax.com/community/thousands-march-in-northeast-florida-joining-womens-march-on-washington,1
2017-01-21,"Syracuse, NY",2450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.newyorkupstate.com/seneca-falls/2017/01/womens_march_seneca_falls_thousands_gather_in_upstate_ny_to_protest_trump.html#incart_gallery,1
2017-01-21,"Salem, OR",2440,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.statesmanjournal.com/story/news/2017/01/21/womens-march-salem-unites-thousands-people/96850428/,1
2017-01-21,"Norfolk, VA",2360,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://thenewjournalandguide.com/2017/01/26/norfolk-womens-march/,1
2017-01-21,"Ventura, CA",2285,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://venturabreeze.com/2017/02/01/march-for-justice-a-huge-success/,1
2017-01-21,"Charlottesville, VA",2800,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.wvgazettemail.com/news-politics/20170121/nearly-3000-march-for-women-at-wv-capitol,1
2017-01-21,"Walla Walla, WA",2180,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.union-bulletin.com/news/updated-women-s-march-on-walla-walla-we-hit-a/article_7a273efa-e039-11e6-a1f4-5f8c673ecd5f.html,1
2017-01-21,"San Antonio, TX",2175,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.mysanantonio.com/news/local/article/Women-in-San-Antonio-take-to-the-streets-to-10873833.php,1
2017-01-21,"Charleston, SC",2000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.postandcourier.com/charleston_sc/days-after-women-s-march-charleston-revives-its-commission-for/article_d817799c-e4c8-11e6-bc7b-e732634e39d3.html,1
2017-01-21,"East Liberty, PA",2000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.post-gazette.com/local/city/2017/01/21/Pittsburgh-groups-protest-against-Trump/stories/201701210111,1
2017-01-21,"Fairbanks, AK",2000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,https://www.adn.com/slideshow/visual/2017/01/21/thousands-hit-the-streets-for-womens-march-events-in-alaska/,1
2017-01-21,"Fresno, CA",2000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.fresnobee.com/news/local/article128014199.html,1
2017-01-21,"Greenfield, MA",2000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.recorder.com/Thousands-fill-Town-Common-for-women-s-rally-7616382,2
2017-01-21,"Greenville, SC",2000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.greenvilleonline.com/story/news/2017/01/21/womens-rally-fills-falls-park-amid-worldwide-protests/96889616/,2
2017-01-21,"Pensacola, FL",2000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.pnj.com/story/news/local/pensacola/downtown/2017/01/21/hundreds-brave-rain-join-pensacola-march-women/96795864/,2
2017-01-21,"Port Jefferson, NY",2000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,https://www.newsday.com/long-island/suffolk/women-s-march-long-island-new-york-city-1.26103276,4
2017-01-21,"Redondo Beach, CA",2000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.easyreadernews.com/144169/redondo-beach-womens-march-draws-1800-participants/,1
2017-01-21,"Richmond, VA",1000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.suffolknewsherald.com/2017/01/18/women-march-in-richmond/,1
2017-01-21,"South Orange, NJ",,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://villagegreennj.com/towns/government/photos-student-led-south-orange-peace-march-unites-community/,1
2017-01-21,"Springfield, MO",2000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.ky3.com/content/news/411423915.html,1
2017-01-21,"Wenatchee, WA",2000,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.ncwlife.com/nearly-2000-turn-womens-march-wenatchee/,1
2017-01-21,"Carbondale, IL",1900,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://thesouthern.com/news/local/communities/carbondale/women-s-march-was-carbondale-s-largest-demonstration-in-decades/article_a058815f-6717-5a5a-a4a4-7d8b9fa6c6b5.html,1
2017-01-21,"Chattanooga, TN",1900,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.timesfreepress.com/news/local/story/2017/jan/21/women-march-chattanooga-protest-trump-election/408743/,1
2017-01-21,"Chico, CA",1900,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.chicoer.com/article/NA/20170121/NEWS/170129923,1
2017-01-21,"Fargo, ND",1900,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.valleynewslive.com/content/news/Womens-March-in-Fargo-brings--411419195.html,2
2017-01-21,"Wilmington, NC",1900,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.starnewsonline.com/news/20170121/wilmington-womens-march-exceeds-crowd-goal-inspires-hope,1
2017-01-21,"Hilo, HI",1815,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.hawaiitribune-herald.com/news/local-news/heeding-rallying-call-more-1000-attend-hilo-women-s-march,1
2017-01-21,"Douglas-Saugatuck, MI",1785,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.hollandsentinel.com/news/20170125/womens-march-takes-to-streets-in-saugatuck-douglas,1
2017-01-21,"Peoria, IL",1725,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.pjstar.com/news/20170121/hundreds-of-peorians-rally-in-support-of-womens-march-on-washington,1
2017-01-21,"Rochester, NY",1725,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.twcnews.com/nys/rochester/news/2017/01/21/huge-turnout-for-rochester-women-s-march-forces-closure-of-clinton-490-exit.html,1
2017-01-21,"Ukiah, CA",1725,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.ukiahdailyjournal.com/article/NP/20170121/NEWS/170129972,1
2017-01-21,"Richland, WA",1675,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.tri-cityherald.com/news/local/article128002144.html,1
2017-01-21,"Annapolis, MD",1600,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.capitalgazette.com/news/annapolis/ph-ac-cn-annapolis-womens-march-0122-20170121-story.html,1
2017-01-21,"Duluth, MN",1590,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.duluthnewstribune.com/news/4203571-womens-march-participants-fill-duluth-skywalk,1
2017-01-21,"Cheyenne, WY",1560,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.wyomingnews.com/news/women-s-march-on-wyoming-in-cheyenne-draws-large-crowd/article_0bb14914-e072-11e6-8f72-a787dd2794e6.html,2
2017-01-21,"Friday Harbor, WA",1500,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://sanjuanislander.com/things-do/this-weekend/23920/jan-21-women-s-march-on-friday-harbor,1
2017-01-21,"Gainesville, FL",1500,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.gainesville.com/news/20170121/about-1500-join-womens-march-in-gainesville,1
2017-01-21,"Lihue (Kauai), HI",1500,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://thegardenisland.com/news/local/attend-sign-waving-event-support-women-s-march-on-washington/article_d7188a0b-7d09-5afe-9c33-0f2e80244eda.html,1
2017-01-21,"Newport, OR",1500,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.newportnewstimes.com/v2_news_articles.php?heading=0&story_id=54234&page=86,1
2017-01-21,"Pittsfield, MA",1500,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://theberkshireedge.com/sister-march-at-colonial-theatre-draws-throngs-from-across-the-berkshires/,2
2017-01-21,"Doylestown, PA",1450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,https://patch.com/pennsylvania/doylestown/2-000-turn-out-womens-march-doylestown-photos-video,1
2017-01-21,"El Paso, TX",1450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.elpasotimes.com/story/news/local/el-paso/2017/01/21/more-than-1000-join-womens-march-border/96898284/,1
2017-01-21,"Flagstaff, AZ",1450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://azdailysun.com/news/local/flagstaff-march-for-love-tops/article_91318de2-8ea4-505d-ac21-bc6709e2b8ca.html,1
2017-01-21,"Kalamazoo, MI",1450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://wwmt.com/news/local/women-march-in-washington-solidarity-march-held-in-kalamazoo,1
2017-01-21,"Rapid City, SD",1450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://rapidcityjournal.com/news/local/photos-rapid-city-women-s-march-on-washington/collection_eabd3cfd-6fbe-5ee4-99ac-d847cbbdf503.html,1
2017-01-21,"St. Augustine, FL",1450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://staugustine.com/news-local-news/2017-01-22/together-st-augustine-marches-strong,1
2017-01-21,"Seaside, CA",1450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.montereyherald.com/social-affairs/20170121/womens-march-csumb-thousands-protest-trump,1
2017-01-21,"South Bend, IN",1450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.southbendtribune.com/news/local/more-than-march-for-women-in-south-bend/article_d51bf83d-b32a-50ca-9db2-e11b34f5a855.html,1
2017-01-21,"Westfield, NJ",1450,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,https://www.tapinto.net/towns/westfield/articles/womens-march-in-westfield-attracts-thousands,1
2017-01-21,"Astoria, OR",1435,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.dailyastorian.com/CBG/news/20170126/love-not-hate-at-womens-march,1
2017-01-21,"St. George, UT",1323,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,https://www.stgeorgeutah.com/news/archive/2017/01/21/hsr-1400-attend-womens-march-for-solidarity/,2
2017-01-21,"Langley, WA",1245,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.southwhidbeyrecord.com/news/over-1000-march-in-langley-protest-participation-exceeded-citys-population/,1
2017-01-21,"Winchester, VA",1245,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.nvdaily.com/uncategorized/2017/01/women-hold-sister-march-in-woodstock/,1
2017-01-21,"Glens Falls, NY",1225,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://poststar.com/news/local/protesters-come-out-in-record-numbers-for-local-women-s/article_4d7858fe-75ce-5516-88f8-296e0ff29859.html,1
2017-01-21,"Pacifica, CA",1200,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.pacificatribune.com/news/women-s-march-draws/article_f35fd4b8-e371-11e6-9395-ef31943f6dfb.html,1
2017-01-21,"Pocatello, ID",1200,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.idahostatejournal.com/members/marchers-show-up-in-droves-for-women-s-march-on/article_fe93fb5e-f29b-5784-bda9-6f66cc342649.html,1
2017-01-21,"Prescott, AZ",1200,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.dcourier.com/videos/2017/jan/21/151/,1
2017-01-21,"Newark, DE",1090,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.newarkpostonline.com/news/article_c4221d6d-8328-59db-ac5d-3b68f45b5ab2.html,1
2017-01-21,"Ketchum, ID",1067,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.mtexpress.com/news/ketchum/in-ketchum-women-s-march-rings-aloud/article_4e714888-e295-11e6-af8d-fb5bdc092028.html,1
2017-01-21,"Pasadena, CA",1040,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.nbclosangeles.com/news/local/Pasadena-Residents-Stage-Womens-March-to-Celebrate-Human-Rights-Encourage-Civic-Engagement-411431715.html,1
2017-01-21,"Hillsborough, NC",1010,Civil Rights (Women's March),Civil Rights; For women's rights; Women's March,Yes,http://www.heraldsun.com/news/sister-solidarity-hundreds-in-hillsborough-join-national-women-s-protest/article_441458b2-e02e-11e6-a09b-b303523aa1e6.html,1
